Product_Price,Discount_Rate,Product_Rating,Number_of_Reviews,Stock_Availability,Days_to_Deliver,Return_Rate,Category_ID,Performance_Score,Good_Performance
199.6714153011233,0.1770236095385294,4.41107090511057,4.143134726391533,1.0,9.0,0.1851156315205497,5.0,3.270345653657578,0
136.17356988288154,0.0414669752128248,3.033533568980212,5.308267697401204,1.0,3.0,0.3846390381981175,10.0,3.0289659291728226,0
214.76885381006923,0.2761974130074415,2.8668809113138582,6.173786103901937,1.0,19.0,0.0564101371090986,4.0,3.2876061682743045,0
302.30298564080255,0.094253560316938,4.47347279615823,5.53338948872752,1.0,11.0,,7.0,,0
126.5846625276664,0.4118445340829866,3.553081672510545,6.51025834052315,1.0,14.0,0.6721629420243134,6.0,3.5398775827563003,0
126.58630430508194,0.5157009792685964,1.8740221815548983,5.717027701406222,,2.0,0.1143704003275513,7.0,,0
307.92128155073914,0.6342283268293691,,5.860786223465865,1.0,7.0,0.1728748848123761,6.0,,0
226.74347291529088,0.2717021731900056,3.3660095377840427,5.802118375377063,1.0,10.0,0.0918933494131603,2.0,3.368660657844104,0
103.0525614065048,0.1611555559536509,5.0,5.19295685089021,1.0,10.0,0.533084660686317,7.0,3.7512701231297996,1
204.25600435859647,0.3019616530585536,5.0,5.860786223465865,1.0,20.0,0.4808625580481529,8.0,3.962063355430129,1
103.65823071875376,0.2474761658633007,2.7989904555171856,,1.0,1.0,0.0926540476689371,7.0,,0
103.42702464297432,0.2773672197869529,4.833189864363147,6.380122536899765,1.0,,0.3389903083652167,4.0,4.079514645142145,1
174.1962271566034,0.4722249959604593,3.1485574501363187,6.113682179832231,0.0,21.0,0.4428959977604166,4.0,3.2049484344521133,0
5.0,0.2190395136759253,1.933299413196058,4.442651256490317,0.0,14.0,0.601067151278191,5.0,2.1859017119698803,0
5.0,0.2513040412624526,3.375401833977857,6.0844994130751715,1.0,27.0,0.1200693094062128,9.0,3.4514966956324518,0
93.77124707590272,0.1344989142255937,4.197637501776279,1.3862943611198906,1.0,2.0,0.194587544634269,5.0,2.356025800119625,0
48.71688796655762,0.2575375190463321,3.337263352003662,4.304065093204169,1.0,6.0,0.2527507973557247,2.0,2.875574709291571,0
181.4247332595274,0.5758311543371692,3.4929516590748984,3.044522437723423,1.0,1.0,0.4399909462487144,5.0,2.5225392056972433,0
,0.1747889880746776,4.9435660449286125,6.12029741895095,1.0,3.0,0.1681357498153924,3.0,4.079888493693652,1
8.769629866470865,0.4404393990716352,,6.049733455231958,1.0,4.0,0.134252413271722,10.0,,0
296.56487689215544,0.239968723155057,2.9567016887150475,6.224558429275359,1.0,13.0,0.2870342154463924,8.0,3.2926413611793484,0
127.42236995134644,0.4457504855829945,4.502030323667326,0.6931471805599453,1.0,3.0,0.2365323972831044,10.0,2.2614498041782936,0
156.75282046879238,0.4181457323941839,3.997675566954245,5.342334251964811,1.0,15.0,0.2868819647653873,10.0,3.444394109418064,0
,0.1247787246488094,1.278395198537957,5.90536184805457,1.0,13.0,0.3073870576973033,2.0,2.521489222292093,0
95.56172754748174,0.4135696874278296,4.228352913771449,3.9318256327243257,1.0,22.0,0.2448527975107134,4.0,3.121918295823735,0
161.09225897098662,0.0855221607194543,4.191828707716102,5.752572638825633,1.0,11.0,0.2757330680375313,,3.647356661126625,1
34.90064225776972,0.102384952851844,3.82012112958086,3.295836866004329,1.0,4.0,0.6981797231269743,4.0,2.677163567008248,0
187.5698018345672,0.2285050887405005,4.691700581069575,,1.0,30.0,0.4219296333464862,5.0,,0
89.9361310081195,0.5466614162505907,3.127606415673497,5.267858159063328,1.0,17.0,0.2348082595443368,10.0,3.0844383620795304,0
120.83062502067231,,4.136499788820901,5.765191102784844,1.0,5.0,0.4392427423256399,4.0,3.596308697898686,0
89.82933877706031,,2.233040628832647,3.8712010109078907,1.0,21.0,0.5290084460377669,3.0,2.2487748655978725,0
335.2278184508938,0.0536995154899485,4.207090383398832,4.127134385045092,,25.0,0.165657093515233,1.0,,0
148.6502775262066,0.3806987361056626,5.0,4.23410650459726,1.0,24.0,,4.0,,0
44.22890710440997,,2.805143647532459,4.406719247264253,1.0,8.0,0.6231222128519216,9.0,2.6194487906218753,0
232.2544912103189,0.3066911814390244,3.040197868012225,4.356708826689592,1.0,21.0,0.5038987541552962,1.0,2.7223120443807085,0
27.915635002897773,0.3430330836467324,3.089984557108448,5.017279836814924,1.0,24.0,0.5549921497558848,7.0,2.9301793439366794,0
170.88635950047555,0.476114544370721,3.929998225801595,5.765191102784844,0.0,30.0,0.589093179642019,3.0,3.383737985227688,0
5.0,0.2554704259647891,2.7369637271462817,5.153291594497778,1.0,10.0,0.3497992180589406,8.0,2.870813125596058,0
17.181395110156956,0.5012006017832084,4.22124737869098,6.107022887742254,1.0,7.0,0.3346886923964812,6.0,3.753668079319772,1
169.68612358691234,0.154006662960799,4.646839945469165,5.945420608606575,1.0,17.0,0.5246563996006038,1.0,3.837430880849518,1
223.84665799954104,0.0632323404051646,4.334347213453784,3.7135720667043075,1.0,28.0,0.2549122185421095,10.0,3.0968280616843837,0
167.13682811899704,0.4483454588827538,2.0315845743619274,2.772588722239781,,7.0,0.3979554073771115,5.0,,0
138.43517176117595,0.1099758633977806,4.795167665158606,6.447305862541213,1.0,27.0,0.490454052898386,8.0,4.0541680142461285,1
119.88963044107112,0.2998031027074426,4.737367414253679,3.2188758248682006,1.0,24.0,0.3454205847019087,3.0,3.09152559622155,0
5.0,0.5363077304756033,4.630161372346304,3.8918202981106265,1.0,19.0,0.1570977736253158,4.0,3.2881910836466464,0
78.01557916052914,0.0670542699936395,4.172842248655825,1.9459101490553132,1.0,9.0,,7.0,,0
103.93612290402125,0.3373425781481131,4.020189314205132,5.6937321388027,1.0,24.0,0.4814916201851448,6.0,3.5198970432858343,0
255.7122226218916,,4.832389398126397,5.568344503761097,1.0,2.0,0.4113410521295865,7.0,3.8211908999529705,1
,,5.0,7.170888478512505,1.0,22.0,0.3213211758121739,9.0,4.387002308391316,1
5.0,,2.84695953663515,6.483107351457199,1.0,20.0,0.2332279131793371,9.0,3.337070437455352,0
182.4083969394795,0.0929129012701737,4.878125395794772,5.0689042022202315,1.0,19.0,0.2996084048690974,2.0,3.711999738010159,1
111.49177195836836,0.1620845901138898,3.713782901992547,4.941642422609304,0.0,27.0,0.4053566691881585,3.0,3.0869345537421786,0
82.30779996940413,0.0555877186492738,3.6703269479714,4.663439094112067,1.0,6.0,0.386005096012045,4.0,3.0899614882197715,0
211.1676288840868,0.3628731421368042,,3.912023005428146,1.0,10.0,0.4450009459371487,6.0,,0
253.0999522495951,0.326185553069642,3.515210590484605,3.8066624897703196,1.0,13.0,0.2030909648858895,5.0,2.80746479014776,0
243.12801191161984,0.5516768599767246,2.8027350420315846,3.7612001156935624,1.0,25.0,0.2436387646555829,6.0,2.5007262985895857,0
66.07824767773614,0.1099186560623747,3.336145570494054,3.6109179126442243,1.0,2.0,0.0973206461655024,8.0,2.6982694727577883,0
119.07876241487854,0.2171848103951794,2.70181361622185,,1.0,10.0,0.628793311283439,2.0,,0
183.1263431403564,0.0782209788311515,3.3510916126869934,4.700480365792416,1.0,10.0,,6.0,,0
247.55451271223592,0.1767688055025618,,6.885509670034817,1.0,26.0,0.0881493730097246,9.0,,0
102.082576215471,0.5954379734962468,3.8967549184388,5.560681631015528,1.0,,0.0729879450109591,5.0,3.512308867677987,0
